State,FIPS,Year,VCF0204,VCF0206,VCF0207,VCF0209,VCF0210,VCF0211,VCF0212,VCF0213,VCF0217,VCF0218,VCF0219,VCF0220,VCF0223,VCF0224,VCF0227,VCF0228,VCF0231,VCF0232,VCF0233,VCF0234,VCF0253,VCF0290,VCF0291,VCF0310,VCF0346,VCF0347,VCF0348,VCF0349,VCF0358,VCF0359,VCF0360,VCF0361,VCF0370,VCF0371,VCF0372,VCF0373,VCF0374,VCF0380,VCF0386,VCF0392,VCF0450,VCF0451,VCF0475,VCF0481,VCF0487,VCF0493,VCF0501,VCF0502,VCF0502a,VCF0503,VCF0504,VCF0604,VCF0605,VCF0606,VCF0609,VCF0613,VCF0614,VCF0624,VCF0648,VCF0649,VCF0656,VCF0702,VCF0703,VCF0704,VCF0704a,VCF0705,VCF0706,VCF0707,VCF0708,VCF0709,VCF0710,VCF0713,VCF0714,VCF0724,VCF0801,VCF0803,VCF0804,VCF0806,VCF0809,VCF0823,VCF0824,VCF0830,VCF0838,VCF0839,VCF0843,VCF0846,VCF0847,VCF0849,VCF0850,VCF0851,VCF0852,VCF0853,VCF0854,VCF0867,VCF0867a,VCF0870,VCF0871,VCF0872,VCF0876,VCF0876a,VCF0877,VCF0877a,VCF0878,VCF0879,VCF0879a,VCF0880,VCF0880a,VCF0881,VCF0886,VCF0887,VCF0888,VCF0890,VCF0894,VCF9005,VCF9009,VCF9013,VCF9014,VCF9015,VCF9016,VCF9017,VCF9018,VCF9021,VCF9022,VCF9023,VCF9030,VCF9030a,VCF9030b,VCF9030c,VCF9031,VCF9037,VCF9039,VCF9040,VCF9041,VCF9042,VCF9045,VCF9047,VCF9048,VCF9049,VCF9081,VCF9084,VCF9085,VCF9086,VCF9087,VCF9088,VCF9089,VCF9092,VCF9093,VCF9094,VCF9095,VCF9096,VCF9122,VCF9131,VCF9132,VCF9133,EST_VC03,EST_VC05,EST_VC06,EST_VC11,EST_VC12,EST_VC13,EST_VC41,EST_VC42,EST_VC48,EST_VC55,EST_VC56,EST_VC58,EST_VC59,EST_VC63,EST_VC91,EST_VC92,EST_VC93,EST_VC94,EST_VC95,EST_VC108,EST_VC110,EST_VC112,EST_VC115,EST_VC116,EST_VC134,EST_VC135,EST_VC166,EST_VC167,EST_VC171,EST_VC187,EST_VC190,EST_VC191,EST_VC192,EST_VC194,EST_VC281,EST_VC283,EST_VC284,TotalMoney,PercentMoney, T_VOTES , Rep_Votes , Rep_Percent ,Rep_EV, Dem_Votes , Dem_Percent ,Dem_EV,lagdempct,VEP,VAP,VEP_Diff_From_Nat,VAP_Diff_From_Nat,PerCapitaGDP
Alaska,2,2012,38.33333333,63.33333333,73.33333333,46.66666667,41.66666667,25,66.66666667,80.66666667,60,31.66666667,76.66666667,38.33333333,66.66666667,56.66666667,61.66666667,40,40,50,13.33333333,40,50,44.33333333,37.66666667,2.666666667,1.333333333,1.333333333,1.666666667,2,1.333333333,1.333333333,1.666666667,2,2,2,1.333333333,1.666666667,5,5,5,5,2,3.666666667,5,2.333333333,1,5,1,4.333333333,3,2.333333333,5.666666667,3,1,1,1,2,3,1.333333333,50,16.66666667,7.333333333,2,3,2,2,2,2,1.333333333,0,2.666666667,0,2,1,1.666666667,69.66666667,5,2.666666667,5,7.333333333,1,5,6.666666667,3.333333333,5.333333333,4.666666667,1.666666667,4,4.333333333,2,2,3.666666667,1.666666667,3,5,4.666666667,3,3,3,1,2,1,2,2.333333333,4.333333333,4.333333333,1.666666667,2.666666667,2,2,2.666666667,1.333333333,1.666666667,2.666666667,60,5,2,2.666666667,2.666666667,3.333333333,2.666666667,2.666666667,2.333333333,3.666666667,0,7,2,9,9,3.666666667,5,3.666666667,1.666666667,2.333333333,4.333333333,1,1.333333333,2,1.666666667,2.333333333,2.666666667,3.666666667,5.333333333,3.333333333,2,5.333333333,4.666666667,4,2.666666667,4.333333333,5.333333333,9,1,1.666666667,1,731449,7.2,0.7,731449,52.1,47.9,53.5,46.5,62119,53.2,32.8,6.7,2.8,251651,300043,45.8,1.9,11.6,1.5,5.6,41.7,26.4,70.7,23.4,24.9,31.3,60928,40.1,721186,46.3,27288,42.3,57.7,25025,1.9,8.1,24.4,0,0,"300,495.00","164,676.00",0.55,3,"122,640.00",0.41,0,0.38,0.587,0.553,0.007,0.017,70437
Arizona,4,2012,63.16528926,67.54545455,69.66942149,54.82644628,47.74380165,47.38016529,58.80991736,83.97520661,70.01652893,49.18181818,78.42975207,51.73553719,72.11570248,47.67768595,66.6446281,43.37190083,43.19834711,54.89256198,45.78512397,54.73553719,51.59504132,56.02479339,58.74380165,2.595041322,1.487603306,1.611570248,1.520661157,1.553719008,1.487603306,1.611570248,1.520661157,1.553719008,1.694214876,1.743801653,1.595041322,1.636363636,3.280991736,2.983471074,3.115702479,2.851239669,1.487603306,2.595041322,3.214876033,2.884297521,3.008264463,3.214876033,1.148760331,2.570247934,2.305785124,2.636363636,5.413223141,2.196078431,1.314049587,1.297520661,1.745098039,1.647058824,1.62745098,2.082644628,31.37254902,54.13223141,19.73553719,1.752066116,2.661157025,1.181818182,1.181818182,1.231404959,2.636363636,1.049586777,1.066115702,1.743801653,1.834710744,1.314049587,1.148760331,1.760330579,57.4214876,4.925619835,2.983471074,4.404958678,4.876033058,1.73553719,3.695652174,5.504132231,2.909090909,4.140495868,4.545454545,1.404958678,3.116666667,3.446280992,1.859504132,2.429752066,3.32231405,2.26446281,2.702479339,4.925619835,4.73553719,3.132231405,3.223140496,2.438016529,2.980392157,2.882352941,1.764705882,1.980392157,2.446280992,3.603305785,3.702479339,2.041322314,3.107438017,1.991735537,1.834710744,1.933884298,1.619834711,1.561983471,2.330578512,58.73553719,3.347107438,2.347107438,3.107438017,3.280991736,3.553719008,3.314049587,2.785123967,2.983471074,4.867768595,0.421487603,4.768595041,1.752066116,5.454545455,5.32231405,4.231404959,4.371900826,3.710743802,2.198347107,2.760330579,4.024793388,2,1.851239669,1.661157025,1.570247934,3.520661157,2.925619835,2.223140496,5.495867769,2.900826446,2.710743802,5.008264463,5.462809917,5.413223141,2.818181818,5.67768595,5.363636364,6.520661157,1.834710744,1.79338843,1.801652893,6553255,2.7,0.2,6553255,49.8,50.2,51.7,48.3,971086,54.9,30.6,6.7,2.6,2392168,2570325,48.4,2.5,10.9,1.7,4.3,41.7,28.2,69.3,26.3,28.4,26.4,959580,33.8,6468907,47.7,344372,44.8,55.2,531555,1.8,11.9,22.3,40350,0,"2,299,254.00","1,233,654.00",0.54,11,"1,025,232.00",0.45,0,0.45,0.526,0.465,-0.054,-0.071,38931
Arkansas,5,2012,65.56097561,74.41463415,76.73170732,60.85365854,57.07317073,55.58536585,66.14634146,86.36585366,67.36585366,43.48780488,79.82926829,60.87804878,79.34146341,49.36585366,72.04878049,51.92682927,53.41463415,46.04878049,50.34146341,71.95121951,54.09756098,90.43902439,93.46341463,2.585365854,1.487804878,1.658536585,1.658536585,1.707317073,1.487804878,1.658536585,1.658536585,1.707317073,1.804878049,1.829268293,1.756097561,1.975609756,3.902439024,3.414634146,3.487804878,3.756097561,1.609756098,2.707317073,3.682926829,2.268292683,3.243902439,2.951219512,1.048780488,3.048780488,2.170731707,2.829268293,4.463414634,2.173913043,1.658536585,1.170731707,1.260869565,1.652173913,1.391304348,2.048780488,32.60869565,78.02439024,40.24390244,1.463414634,2.487804878,0.87804878,0.87804878,0.951219512,2.682926829,0.756097561,0,1.268292683,0,2.097560976,1.146341463,1.536585366,64.09756098,5.097560976,3.073170732,4.268292683,5.756097561,1.658536585,3.727272727,5.463414634,2.292682927,4.170731707,5.292682927,1.12195122,2.775,3.756097561,1.487804878,3.292682927,4.43902439,3.073170732,4.341463415,4.804878049,4.682926829,3.609756098,3.512195122,3.146341463,2.217391304,2.391304348,2.52173913,2.652173913,3.829268293,4.682926829,4.951219512,2.268292683,3.804878049,1.756097561,2,1.975609756,1.512195122,1.926829268,2.414634146,65.29268293,4.048780488,3.195121951,3.87804878,3.731707317,3.975609756,3.707317073,3.390243902,4.024390244,5,1.487804878,6.341463415,2.804878049,7.317073171,7.292682927,5,3.292682927,4.43902439,3.414634146,3.634146341,4.658536585,1.87804878,2.12195122,1.902439024,1.780487805,3.487804878,3.487804878,2.463414634,4.780487805,3.341463415,3.317073171,4.926829268,5.56097561,5.390243902,3.097560976,5.170731707,5.243902439,6.243902439,2.707317073,2.731707317,2.804878049,2949131,1.8,0.1,2949131,49.1,50.9,50.2,49.8,441107,59.3,29.4,4.6,1.8,1143859,1141359,52.8,2.9,11.9,2,6.6,42,25.8,70.7,21.4,20.3,21.6,425525,41.4,2912680,51.9,41071,50.9,49.1,88094,1.7,6.6,24.2,0,0,"1,069,468.00","647,744.00",0.61,6,"394,409.00",0.37,0,0.39,0.507,0.477,-0.073,-0.059,36560
California,6,2012,65.21744966,69.79865772,72.65503356,52.33288591,56.35033557,57.22147651,55.74496644,77.22684564,74.2,58.37718121,78.09261745,53.78389262,72.18657718,40.0442953,69.96912752,49.50469799,51.57181208,60.1704698,54.17315436,52.55302013,57.93959732,59.15033557,69.6295302,2.534228188,1.669798658,1.793288591,1.347651007,1.451006711,1.669798658,1.793288591,1.347651007,1.451006711,1.663087248,1.740939597,1.808053691,1.931543624,2.790604027,3.237583893,3.57852349,2.71409396,1.457718121,2.283221477,2.661744966,3.502013423,3.683221477,2.609395973,1.163758389,2.857718121,2.315436242,2.931543624,5.520805369,2.304020101,1.304697987,1.370469799,1.595477387,1.713567839,1.633165829,2.122147651,39.50753769,57.51543624,24.32751678,1.655033557,2.608053691,0.910067114,0.910067114,0.990604027,2.417449664,0.762416107,0.826845638,1.075167785,1.163758389,1.398657718,1.208053691,1.645637584,53.24563758,4.369127517,2.629530201,4.304697987,4.477852349,1.653691275,3.505190311,5.308724832,3.061744966,4.570469799,4.546308725,1.362416107,3.248990579,3.083221477,2.10738255,3.032214765,3.336912752,2.758389262,2.872483221,4.668456376,4.531543624,2.857718121,3.013422819,2.404026846,1.987437186,2.100502513,1.592964824,1.781407035,2.69261745,3.795973154,3.867114094,1.916778523,3.040268456,1.777181208,1.861744966,1.896644295,1.640268456,1.432214765,2.346308725,62.25234899,2.977181208,2.35704698,3.637583893,3.24295302,3.832214765,3.597315436,2.832214765,3.641610738,4.409395973,0.852348993,5.553020134,2.220134228,6.566442953,6.617449664,4.634899329,3.484563758,3.558389262,2.897986577,3.153020134,3.922147651,2.404026846,1.693959732,1.591946309,1.680536913,3.802684564,3.387919463,2.679194631,5.377181208,3.097986577,3.060402685,5.104697987,5.62147651,5.534228188,2.91409396,5.55704698,5.445637584,6.29261745,2.212080537,2.001342282,2.162416107,38041430,4,0.3,38041430,49.7,50.3,51.6,48.4,4599393,50.1,32.5,7.1,2.3,12552658,15018551,47.4,2.1,8.3,1.9,5.5,38.1,30.5,65.9,28.4,31.2,30.6,4502405,36.6,37572738,48.4,4899682,46,54,5401150,2.8,12.8,21,320,0,"13,038,547.00","4,839,958.00",0.37,0,"7,854,285.00",0.6,55,0.61,0.551,0.451,-0.029,-0.085,52851
Colorado,8,2012,60.6097561,67.73170732,72.93902439,54.7804878,46,51.1097561,59.31707317,82.62195122,67.93902439,48.68292683,74.57317073,51.98780488,69.25609756,42.79268293,71.02439024,43.95121951,42.17073171,59.96341463,41.23170732,52.46341463,52.40243902,45.95121951,53.15853659,2.597560976,1.5,1.670731707,1.304878049,1.390243902,1.5,1.670731707,1.304878049,1.390243902,1.451219512,1.609756098,1.62195122,1.719512195,2.756097561,2.829268293,3.036585366,2.207317073,1.353658537,2.402439024,2.56097561,2.658536585,3.097560976,2.170731707,1.012195122,2.43902439,2.097560976,2.463414634,5.658536585,2.151515152,1.170731707,1.292682927,1.393939394,1.636363636,1.666666667,2.036585366,26.51515152,51.82926829,18.85365854,1.682926829,2.707317073,1.134146341,1.134146341,1.170731707,2.036585366,0.975609756,0.012195122,1.62195122,0.012195122,1.585365854,1.243902439,1.585365854,57.95121951,4.573170732,2.609756098,4.182926829,5.085365854,1.695121951,3.32,5.719512195,3.231707317,3.914634146,4.768292683,1.43902439,3.365853659,3.048780488,2.12195122,3.292682927,3.634146341,2.914634146,3.170731707,5.048780488,4.890243902,3.024390244,3.195121951,2.646341463,2.303030303,2.333333333,1.121212121,1.393939394,2.073170732,4.06097561,4.219512195,1.804878049,2.865853659,1.865853659,1.841463415,1.963414634,1.719512195,1.524390244,2.426829268,60.29268293,3.317073171,2.695121951,3.695121951,3.646341463,3.707317073,3.37804878,3.353658537,2.804878049,4.756097561,0.93902439,3.93902439,2.024390244,4.085365854,4.146341463,4.609756098,3.634146341,3.975609756,2.87804878,3.341463415,4.243902439,2.195121951,1.853658537,1.646341463,1.609756098,3.402439024,3.256097561,2.487804878,5.585365854,2.890243902,2.829268293,4.865853659,5.792682927,5.914634146,2.658536585,5.792682927,5.536585366,6.756097561,2.170731707,2.292682927,2.146341463,5187582,3.1,0.2,5187582,50.1,49.9,52,48,610939,58.6,29.1,6.8,2.4,1996088,2073202,51.3,1.9,10.7,1.4,6.4,39.7,29.4,65.8,27.6,37.7,37.2,595595,32.4,5123944,49.6,201312,45.8,54.2,305046,2.8,13.6,20.6,71000000,0.0848,"2,569,520.00","1,185,243.00",0.46,0,"1,323,101.00",0.52,9,0.54,0.699,0.645,0.119,0.109,50412
Connecticut,9,2012,66.55932203,65.84745763,74.72881356,52.96610169,46.84745763,48.40677966,61.94915254,80.88135593,63.40677966,41.22033898,78.59322034,49.3559322,69.30508475,50,68.3559322,42.98305085,37.16949153,59.47457627,43.50847458,46.72881356,56.20338983,76.59322034,78.22033898,2.677966102,1.372881356,1.694915254,1.593220339,1.745762712,1.372881356,1.694915254,1.593220339,1.745762712,1.813559322,1.983050847,1.881355932,1.983050847,3.338983051,2.745762712,3.338983051,2.915254237,1.796610169,2.966101695,3.203389831,2.542372881,3,3.406779661,1.372881356,2.796610169,2.457627119,2.576271186,5.898305085,2.137931034,1.627118644,1.440677966,2,1.75862069,1.586206897,1.983050847,45.68965517,49.15254237,23.93220339,1.779661017,2.745762712,1.372881356,1.372881356,1.372881356,2.203389831,1.169491525,1.271186441,2.186440678,2.288135593,1.728813559,1.305084746,1.661016949,60.6779661,4.559322034,2.745762712,4.728813559,5.338983051,1.86440678,4.1,5.423728814,3.186440678,4.254237288,4.627118644,1.406779661,3.053571429,3.644067797,2.101694915,2.898305085,3.711864407,2.525423729,2.966101695,4.711864407,4.593220339,3.169491525,3.237288136,2.966101695,2.310344828,2.379310345,1.620689655,1.862068966,2.762711864,3.796610169,3.915254237,2.152542373,3.220338983,2.186440678,1.949152542,1.830508475,1.644067797,1.711864407,2.593220339,65.83050847,3.627118644,2.542372881,3.338983051,3.627118644,3.559322034,3.288135593,3.338983051,3.237288136,3.440677966,0.542372881,4.13559322,1.694915254,3.93220339,3.762711864,4.525423729,3.661016949,3.593220339,2.677966102,3.220338983,4.033898305,2.288135593,1.966101695,1.728813559,2.033898305,3.305084746,3.118644068,2.322033898,5.677966102,2.86440678,2.694915254,5.169491525,5.508474576,5.728813559,3.050847458,5.728813559,5.644067797,6.271186441,2.033898305,2.084745763,1.915254237,3590347,2.4,0.2,3590347,48.7,51.3,50.7,49.3,532024,58.1,31,5,2.3,1357812,1419508,50.2,2.6,9,1.3,6.8,37.9,29.2,67.8,25.3,37.5,36.7,509635,31.7,3555319,49,233804,46.4,53.6,261617,2.4,11,26.8,330,0,"1,558,960.00","634,892.00",0.41,0,"905,083.00",0.58,7,0.61,0.613,0.556,0.033,0.02,63718
Delaware,10,2012,71.20689655,68.82758621,75.68965517,57.44827586,50.82758621,55.37931034,64.13793103,86.5862069,68.65517241,54.96551724,77.5862069,55.65517241,72.51724138,31.82758621,68.06896552,44.86206897,49.06896552,51.51724138,38.03448276,60.62068966,54.20689655,74.5862069,94.4137931,2.586206897,1.448275862,1.586206897,1.448275862,1.413793103,1.448275862,1.586206897,1.448275862,1.413793103,1.517241379,1.793103448,1.655172414,1.75862069,3.172413793,3.448275862,3.724137931,2.75862069,1.482758621,2.620689655,3.206896552,2.931034483,4.172413793,2.793103448,1.034482759,4.655172414,3,3.344827586,4.689655172,2.2,1.275862069,1.379310345,1.466666667,1.533333333,1.6,2,25,50,26.37931034,1.517241379,2.344827586,0.689655172,0.689655172,1,3.034482759,0.655172414,0.655172414,1.068965517,0.862068966,2.103448276,1.344827586,1.586206897,60.13793103,5.275862069,3.586206897,4.517241379,4.103448276,1.586206897,4.058823529,5.172413793,2.793103448,4.586206897,5,1.24137931,2.896551724,3.517241379,1.931034483,3.034482759,3.517241379,2.724137931,3.310344828,4.793103448,4.689655172,3.413793103,3.379310345,2.724137931,2.8,2.933333333,2.533333333,2.666666667,3.275862069,4.24137931,4.448275862,2.310344828,3.344827586,1.793103448,1.620689655,1.931034483,1.448275862,1.379310345,2.344827586,66,3.172413793,2.24137931,3.931034483,3.034482759,3.965517241,3.551724138,2.793103448,3.75862069,5.275862069,1.137931034,5.448275862,2.344827586,6.068965517,6.034482759,4.586206897,3.793103448,3.896551724,2.517241379,3.379310345,4.275862069,2.172413793,1.689655172,1.620689655,1.655172414,4.310344828,2.931034483,2.310344828,5.310344828,2.655172414,3.344827586,4.827586207,5.275862069,5.586206897,2.965517241,5.24137931,4.551724138,5.310344828,2.206896552,2.137931034,2.310344828,917092,2.4,0.2,917092,48.5,51.5,50,50,140813,56.5,29.1,6.5,2.7,340308,357658,49.8,3.1,10.2,1.8,6,37.8,30.8,68.2,26,29.1,29.9,137204,32,906576,47.3,38082,45,55,39415,1.7,10.3,23.4,0,0,"413,921.00","165,484.00",0.4,0,"242,584.00",0.59,3,0.62,0.624,0.578,0.044,0.042,60621
District of Columbia,11,2012,51.11111111,74.66666667,64.11111111,53.33333333,61.66666667,68.33333333,34.44444444,77.11111111,63.33333333,78.66666667,68.88888889,57.22222222,61.11111111,7.222222222,61.11111111,47.22222222,61.33333333,54.44444444,52,30,52.77777778,43.11111111,85.88888889,2.777777778,1.888888889,1.888888889,1,1.111111111,1.888888889,1.888888889,1,1.111111111,1.333333333,1.444444444,2,2,1,3.666666667,4.555555556,1.444444444,1,1.222222222,1,4.111111111,4.555555556,1.444444444,1,2.555555556,2.111111111,3.555555556,4.777777778,2.8,1.222222222,1.666666667,1.6,1.6,2.4,2.222222222,30,61.11111111,34.33333333,1.888888889,2.888888889,0.888888889,0.888888889,0.888888889,1.666666667,0.666666667,0,0.666666667,0,1,1.222222222,1.777777778,31.88888889,3.222222222,1.555555556,2.888888889,2.777777778,1.666666667,3.666666667,3.111111111,3.777777778,5.555555556,3.555555556,1,2,2.111111111,2,2.666666667,2.555555556,2.555555556,2,1.888888889,1.888888889,1.444444444,2,1.666666667,1.8,2,1,1,2.777777778,3.222222222,3.222222222,1.444444444,2.111111111,1.666666667,1.333333333,1.333333333,1.777777778,1.111111111,2,66,1.111111111,1.222222222,4.333333333,1.666666667,4.222222222,4.111111111,1.888888889,2.777777778,1.888888889,0.111111111,4.555555556,1.555555556,5.444444444,5.777777778,4.111111111,1.444444444,2.222222222,3.777777778,4.111111111,2.222222222,2.555555556,1.666666667,1.444444444,1.333333333,4.111111111,3.333333333,3.333333333,5.333333333,3.222222222,3.777777778,5.333333333,6.666666667,5.777777778,1.888888889,6.444444444,4.777777778,9,1.777777778,1.111111111,1.888888889,632323,2.3,0.2,632323,47.3,52.7,46.4,53.6,71901,55.5,23.6,12.1,2.9,266662,251998,28.8,1.8,8.3,2.1,8.1,25.1,45.1,50.2,41,54.5,51.6,69808,33.6,624847,49.2,36348,47.9,52.1,53975,4.4,21.6,20.3,0,0,"293,764.00","21,381.00",0.07,0,"267,070.00",0.91,3,0.93,0.615,0.555,0.035,0.019,164248
Florida,12,2012,65.83095238,71.92619048,76.51666667,56.64047619,52.52380952,53.45952381,57.84047619,83.83333333,72.3452381,57.38333333,79.8547619,57.10714286,74.74047619,41.08333333,70.71428571,48.12619048,50.12380952,58.43095238,50.10952381,54.93333333,56.64285714,60.24047619,69.62380952,2.614285714,1.561904762,1.728571429,1.407142857,1.516666667,1.561904762,1.728571429,1.407142857,1.516666667,1.566666667,1.75,1.645238095,1.761904762,2.902380952,3.235714286,3.457142857,2.776190476,1.5,2.426190476,2.852380952,3.20952381,3.516666667,2.50952381,1.121428571,2.65,2.211904762,2.835714286,5.316666667,2.256637168,1.380952381,1.39047619,1.615044248,1.650442478,1.597345133,2.114285714,42.5840708,61.06428571,28.96190476,1.683333333,2.669047619,1.05,1.05,1.085714286,2.180952381,0.945238095,0.921428571,1.471428571,1.442857143,1.447619048,1.20952381,1.657142857,55.62142857,4.719047619,2.919047619,4.352380952,4.319047619,1.75,3.6,5.030952381,3.107142857,4.566666667,4.673809524,1.311904762,3.112709832,3.304761905,1.852380952,2.94047619,3.533333333,2.633333333,2.919047619,4.602380952,4.526190476,3.047619048,3.133333333,2.319047619,2.115044248,2.234513274,1.774336283,1.938053097,2.802380952,4.019047619,4.095238095,2,3.130952381,1.738095238,1.8,1.823809524,1.545238095,1.447619048,2.321428571,62.92142857,3.197619048,2.383333333,3.604761905,3.304761905,3.783333333,3.514285714,2.995238095,3.028571429,4.247619048,0.838095238,4.847619048,2.080952381,5.285714286,5.273809524,4.504761905,3.423809524,3.707142857,2.769047619,3.004761905,4.035714286,2.338095238,1.719047619,1.645238095,1.595238095,3.595238095,3.04047619,2.516666667,5.514285714,2.84047619,2.911904762,5.138095238,5.711904762,5.714285714,2.842857143,5.6,5.333333333,6.35952381,2.221428571,2.061904762,2.207142857,19317568,2.2,0.2,19317568,48.9,51.1,50.7,49.3,3508827,55.6,28.9,6.6,2.4,7197943,7757505,48.3,3.1,11.7,2.1,6.1,38.4,30.6,66.3,27.3,27.7,26,3441314,33.3,19114620,47.1,1933280,43.9,56.1,1813856,1.9,12.6,21.5,175776780,0.21,"8,474,179.00","4,163,447.00",0.49,0,"4,237,756.00",0.5,29,0.51,0.628,0.551,0.048,0.015,37851
Georgia,13,2012,63.24242424,68.29090909,73.57575758,59.22424242,49.77575758,48.56969697,60.6969697,84.24242424,66.56363636,50.97575758,78.00606061,55.93333333,72.52121212,50.66060606,66.55151515,46.83636364,49.68484848,51.72727273,40.46060606,59.43030303,54.2,67.46060606,67.68484848,2.63030303,1.478787879,1.593939394,1.466666667,1.496969697,1.478787879,1.593939394,1.466666667,1.496969697,1.721212121,1.733333333,1.660606061,1.739393939,3.16969697,3.060606061,3.254545455,2.963636364,1.606060606,2.739393939,3.127272727,2.933333333,3.187878788,3.060606061,1.181818182,2.909090909,2.278787879,2.715151515,5.309090909,2.223404255,1.345454545,1.351515152,1.563829787,1.691489362,1.627659574,2.139393939,39.62765957,56.96969697,24.87272727,1.703030303,2.612121212,1.054545455,1.054545455,1.127272727,2.636363636,0.927272727,0.012121212,1.496969697,0.024242424,1.418181818,1.212121212,1.721212121,57.66060606,4.648484848,2.684848485,4.636363636,4.96969697,1.618181818,3.432432432,5.581818182,2.909090909,4.351515152,5.127272727,1.193939394,3.006097561,3.454545455,1.709090909,2.56969697,3.642424242,2.43030303,2.939393939,4.460606061,4.393939394,3.145454545,3.23030303,2.321212121,2.021276596,2.138297872,1.553191489,1.872340426,2.666666667,3.763636364,3.866666667,1.884848485,2.854545455,1.648484848,1.842424242,1.939393939,1.606060606,1.436363636,2.303030303,62.5030303,3.375757576,2.284848485,3.490909091,3.163636364,3.654545455,3.260606061,2.836363636,3.327272727,4.2,0.593939394,5.6,2.024242424,6.684848485,6.563636364,4.36969697,3.666666667,3.672727273,2.472727273,2.993939394,3.945454545,2.381818182,1.727272727,1.575757576,1.575757576,3.642424242,3.090909091,2.303030303,5.575757576,2.709090909,2.696969697,5.151515152,5.581818182,5.309090909,2.993939394,5.539393939,5.151515152,6.606060606,1.933333333,1.872727273,1.854545455,9919945,1.9,0.1,9919945,48.9,51.1,50.3,49.7,1139356,54.1,32.2,5.1,1.8,3532908,3783669,49.2,2.5,9.7,2.2,6.9,40.5,27.6,69,23.7,27.9,28.5,1109973,38.2,9796547,50.6,353192,47.2,52.8,586946,2.4,11.9,21,6020,0,"3,900,050.00","2,078,688.00",0.53,16,"1,773,827.00",0.46,0,0.47,0.591,0.523,0.011,-0.013,42095
Hawaii,15,2012,64.16666667,73,71.16666667,60,50.83333333,40.83333333,63.33333333,80,71.33333333,40,72.5,61.66666667,72.5,41.33333333,77.5,43.33333333,40,71.66666667,30,56.5,57.5,40.83333333,49.5,2.833333333,1.5,1.5,1.5,1.666666667,1.5,1.5,1.5,1.666666667,1.833333333,1.833333333,1.666666667,1.666666667,4.333333333,3,3,4.333333333,1.333333333,2.333333333,3.666666667,3,3,3,1.166666667,4.333333333,3,3.166666667,5.666666667,2.25,1,1.666666667,2.5,2.25,2.5,1.833333333,43.75,41.66666667,21.83333333,1.333333333,1.833333333,0.333333333,0.333333333,0.833333333,5.666666667,0.5,0.666666667,0.666666667,0.666666667,2.5,1.166666667,1.333333333,60,4.5,2.166666667,5.5,3.333333333,1.833333333,1,6.166666667,2.666666667,3.333333333,5.333333333,1.5,3.666666667,3.333333333,2,3.166666667,2.666666667,2.666666667,2,4.333333333,4.333333333,2.666666667,3.166666667,2.666666667,1,1.5,1,1.25,1,3.166666667,3,2,3,1.666666667,1.666666667,1.5,1.5,1.5,2,57.5,3.166666667,1.5,3.833333333,1.833333333,3.833333333,3.333333333,2,5,7,0.166666667,6.166666667,1.833333333,7.833333333,7.666666667,5,5,2.666666667,3,3,3,3,1.333333333,1.666666667,1.333333333,2.833333333,2.166666667,2.333333333,3.833333333,2.666666667,2.833333333,5.166666667,4.666666667,6.166666667,3.166666667,3.666666667,5.666666667,9,1.666666667,1.333333333,1.5,1392313,14.7,7.8,1392313,50.4,49.6,53.9,46.1,210423,50.2,28.6,6.9,2.2,447748,570172,49.7,2.1,8.9,1.5,6.4,38.5,29.8,65.1,28.5,28.2,31.9,205533,34.4,1374852,42,140194,39.9,60.1,111672,1.4,11,19.2,0,0,"434,697.00","121,015.00",0.28,0,"306,658.00",0.71,4,0.72,0.442,0.399,-0.138,-0.137,49620
